pontoId,error_loc,lat,lat_pred,lon,lon_pred
2098,13.559270412040965,-8.068027,-8.068137634803847,-34.890438,-34.89048946991903
2113,84.56761867832938,-8.067917999999999,-8.068676627100771,-34.89053,-34.89048946991903
2121,39.47799386021571,-8.067875,-8.067598642506926,-34.896702000000005,-34.89647752683791
2150,79.70752863670417,-8.067466,-8.068137634803847,-34.893505,-34.893755682783876
2160,107.34684609523426,-8.067336,-8.066520657913081,-34.89378,-34.89430005159468
2174,95.33815811244794,-8.067182,-8.066700322012053,-34.894108,-34.89339277024334
2189,48.15677105676606,-8.067122999999999,-8.066700322012053,-34.894207,-34.89430005159468
2193,117.82623836026355,-8.0671,-8.06687998611103,-34.894257,-34.89321131397307
2209,108.14294472378316,-8.067011,-8.067957970704875,-34.894444,-34.89466296413522
2266,228.51723943313837,-8.066717,-8.068496963001795,-34.89497,-34.893937139054145
2269,39.05911552148008,-8.066692,-8.06687998611103,-34.893692,-34.89339277024334
2274,167.78226295356004,-8.066664,-8.068137634803847,-34.895164,-34.89484442040549
2283,33.48644594982436,-8.066616,-8.066340993814105,-34.895148999999996,-34.89502587667576
2287,96.76051808993891,-8.066604,-8.06741897840795,-34.889706,-34.88940073229742
2297,42.63745263445594,-8.066508,-8.066340993814105,-34.893589,-34.893937139054145
2373,25.895864768168877,-8.065868,-8.065981665616157,-34.888107,-34.8883119946758
2407,157.9067414159553,-8.065813,-8.064544352824363,-34.890029999999996,-34.8906709261893
2410,0.8915645109930587,-8.06581,-8.065802001517184,-34.890671000000005,-34.8906709261893
2436,40.95885330777423,-8.065794,-8.066161329715133,-34.890147999999996,-34.890126557378494
2439,41.92583674945904,-8.065792,-8.066161329715133,-34.890564000000005,-34.89048946991903
2470,30.413447789357786,-8.065681,-8.065802001517184,-34.892601,-34.89284840143253
2497,65.02610121038637,-8.065487,-8.064903681022312,-34.893786999999996,-34.893755682783876
2527,64.75528685006233,-8.065246,-8.06472401692334,-34.892952,-34.89321131397307
2540,113.7471994221883,-8.065119000000001,-8.065622337418208,-34.901385999999995,-34.902284127486524
2541,97.23921112559033,-8.065111,-8.064544352824363,-34.885826,-34.88649743197311
2569,82.8496191535343,-8.064917999999999,-8.065442673319236,-34.885216,-34.88468286927042
2589,34.9653080019659,-8.064724,-8.064544352824363,-34.893314000000004,-34.89357422651361
2592,38.75777767933738,-8.064694,-8.064903681022312,-34.8895,-34.88921927602715
2617,37.27198692274588,-8.064395,-8.064185024626415,-34.894382,-34.894118595324414
2639,58.74224063371979,-8.064171,-8.063646032329494,-34.897076,-34.89702189564872
2701,90.0112441074997,-8.063788,-8.063646032329494,-34.901455,-34.9006510210541
2705,21.885263274652296,-8.063782000000002,-8.063825696428466,-34.893925,-34.894118595324414
2709,20.586436751432565,-8.06376,-8.063825696428466,-34.893944,-34.894118595324414
2712,16.072626801503613,-8.063746,-8.063825696428466,-34.893997,-34.894118595324414
2714,43.904871923381606,-8.063728999999999,-8.063646032329494,-34.886108,-34.88649743197311
2716,41.02947349744895,-8.063722,-8.063646032329494,-34.897202,-34.89756626445953
2758,127.20841551199857,-8.063472,-8.064185024626415,-34.888851,-34.887949082135265
2777,128.84123791128138,-8.063251,-8.0622087195377,-34.886715,-34.88722325705419
2781,104.78297020762497,-8.063214,-8.063646032329494,-34.897265999999995,-34.898110633270335
2792,140.92341728424404,-8.06306,-8.064005360527442,-34.888618,-34.887767625864996
2811,197.54268413646224,-8.062819000000001,-8.063286704131546,-34.897289,-34.89901791462168
2859,33.57507485189072,-8.062325999999999,-8.062029055438725,-34.887821,-34.887767625864996
2861,130.2874083467643,-8.06231,-8.061490063141804,-34.901676,-34.90083247732437
2863,29.004356411305714,-8.062281,-8.062029055438725,-34.887882,-34.887949082135265
2877,47.82890641319194,-8.061975,-8.0622087195377,-34.901920000000004,-34.902284127486524
2893,64.03943537914613,-8.061481,-8.061669727240776,-34.902824,-34.90337286510814
2901,23.750197559765788,-8.061305,-8.061490063141804,-34.903843,-34.90373577764868
2907,386.12194935235846,-8.061189,-8.058076445261293,-34.904556,-34.9030099525676
2916,195.52603096284335,-8.060772,-8.059513758053086,-34.905155,-34.903917233918946
2923,73.36513958203456,-8.0607,-8.061130734943855,-34.905228,-34.90573179662164
2936,11.77896265051319,-8.060138,-8.060232414448983,-34.905865000000006,-34.90591325289191
2942,21.265219619673395,-8.059703,-8.059873086251034,-34.906364,-34.906276165432445
